name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Meant to Be (feat. Florida Georgia Line),Bebe Rexha,0.643,0.783,10,-6.458,1,0.0856,0.047,0.0,0.083,0.579,154.084,163870,4
Animals,Maroon 5,0.279,0.742,4,-6.46,0,0.0898,0.000185,0.0,0.593,0.328,189.868,231013,4
Perfect Strangers,Jonas Blue,0.742,0.819,1,-5.307,1,0.0487,0.372,0.0,0.277,0.709,117.986,196613,4
If the World Was Ending - feat. Julia Michaels,JP Saxe,0.464,0.473,1,-10.086,1,0.129,0.866,0.0,0.109,0.604,75.801,208687,4
FRIENDS,Marshmello,0.626,0.88,9,-2.384,0,0.0504,0.205,0.0,0.128,0.534,95.079,202621,4
What Do You Mean?,Justin Bieber,0.845,0.567,5,-8.118,0,0.0956,0.59,0.00142,0.0811,0.793,125.02,205680,4
In the Name of Love,Martin Garrix,0.501,0.519,4,-5.88,0,0.0409,0.109,0.0,0.454,0.168,133.99,195707,4
When We Were Young,Adele,0.377,0.595,3,-5.936,1,0.0489,0.303,0.0,0.095,0.264,144.464,290900,4
Starships,Nicki Minaj,0.747,0.716,11,-2.457,0,0.075,0.135,0.0,0.251,0.751,125.008,210627,4
Teenage Dream,Katy Perry,0.719,0.798,10,-4.582,1,0.0361,0.0162,2.34e-06,0.134,0.591,120.011,227741,4
Stay,Zedd,0.69,0.622,5,-5.025,0,0.0622,0.253,0.0,0.116,0.544,102.04,210091,4
PILLOWTALK,ZAYN,0.584,0.7,11,-4.275,1,0.0456,0.117,0.0,0.0939,0.438,124.944,202747,4
Without You (feat. Usher),David Guetta,0.608,0.614,2,-3.727,1,0.0285,0.227,4.06e-06,0.157,0.402,127.884,208133,4
No Promises (feat. Demi Lovato),Cheat Codes,0.741,0.667,10,-5.445,1,0.134,0.0575,0.0,0.106,0.595,112.956,223504,4
Post Malone (feat. RANI),Sam Feldt,0.59,0.642,7,-3.87,1,0.122,0.0771,0.0,0.105,0.651,107.356,174444,4
Locked out of Heaven,Bruno Mars,0.726,0.698,5,-4.165,1,0.0431,0.049,0.0,0.309,0.867,143.994,233478,4
Havana (feat. Young Thug),Camila Cabello,0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-05,0.132,0.394,104.988,217307,4
Mama,Jonas Blue,0.737,0.792,11,-4.117,0,0.0416,0.102,0.0,0.0532,0.543,104.012,184134,4
Castle on the Hill,Ed Sheeran,0.461,0.834,2,-4.868,1,0.0989,0.0232,1.14e-05,0.14,0.471,135.007,261154,4
Bad Liar,Imagine Dragons,0.383,0.637,3,-6.993,1,0.0703,0.0722,0.0,0.368,0.0827,177.913,260773,4
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,0.72,0.763,9,-4.068,0,0.0523,0.406,0.0,0.18,0.742,101.965,251088,4
Timber (feat. Ke$ha),Pitbull,0.581,0.963,11,-4.087,1,0.0981,0.0295,0.0,0.139,0.788,129.992,204160,4
Titanium (feat. Sia),David Guetta,0.604,0.787,0,-3.674,0,0.103,0.0679,0.15,0.127,0.301,126.062,245040,4
Never Forget You,Zara Larsson,0.583,0.732,11,-5.728,0,0.0457,0.00312,9.86e-06,0.269,0.276,145.992,213428,4
Marvin Gaye (feat. Meghan Trainor),Charlie Puth,0.795,0.616,1,-5.281,0,0.06,0.417,0.0,0.349,0.815,110.015,190453,4
Scared to Be Lonely,Martin Garrix,0.584,0.54,1,-7.786,0,0.0576,0.0895,0.0,0.261,0.195,137.972,220883,4
Moves Like Jagger - Studio Recording From The Voice Performance,Maroon 5,0.722,0.761,11,-4.459,0,0.0475,0.0117,0.0,0.315,0.624,128.044,201493,4
Don't Call Me Up,Mabel,0.674,0.881,9,-2.853,1,0.147,0.296,3.01e-06,0.0793,0.234,98.994,178480,4
Paris,The Chainsmokers,0.653,0.658,2,-6.428,1,0.0304,0.0215,1.66e-06,0.0939,0.219,99.99,221507,4
Let Me Down Slowly,Alec Benjamin,0.652,0.557,1,-5.714,0,0.0318,0.74,0.0,0.124,0.483,150.073,169354,4
When You Love Someone,James TW,0.68,0.446,7,-6.039,1,0.0281,0.256,0.0,0.0515,0.339,125.863,216373,4
All I Ask,Adele,0.592,0.28,4,-5.494,1,0.0283,0.889,0.0,0.124,0.348,141.899,271800,4
Thinking out Loud,Ed Sheeran,0.781,0.445,2,-6.061,1,0.0295,0.474,0.0,0.184,0.591,78.998,281560,4
Wrecking Ball,Miley Cyrus,0.53,0.422,5,-6.262,1,0.0342,0.407,0.0,0.107,0.349,119.964,221360,4
Cake By The Ocean,DNCE,0.774,0.753,4,-5.446,0,0.0517,0.152,0.0,0.0371,0.896,119.002,219147,4
Rise,Jonas Blue,0.69,0.784,1,-4.653,1,0.032,0.323,0.0,0.203,0.669,106.066,194408,4
High Hopes,Panic! At The Disco,0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.681,82.014,190947,4
Scenario,A Tribe Called Quest,0.795,0.6,2,-14.004,1,0.341,0.112,0.000171,0.111,0.633,101.78,250133,4
Milkshake,Kelis,0.881,0.774,1,-6.068,1,0.0439,0.00986,0.0346,0.206,0.759,112.968,182627,4
REMIND ME,Rilès,0.843,0.715,1,-5.553,0,0.218,0.0361,0.0,0.0754,0.54,90.966,151013,4
Got It,Boys Noize,0.462,0.847,1,-6.85,1,0.518,0.0289,0.0,0.398,0.66,184.084,192743,4
Poppin' Them Thangs,G-Unit,0.768,0.806,6,-1.406,0,0.195,0.261,0.0,0.0785,0.927,88.024,240800,4
Bow Down,Westside Connection,0.896,0.541,9,-8.253,1,0.281,0.00818,0.0,0.278,0.481,92.899,207840,4
In Da Club,50 Cent,0.899,0.713,6,-2.752,0,0.366,0.255,0.0,0.0708,0.777,90.051,193467,4
The Next Episode,Dr. Dre,0.92,0.891,3,-2.398,0,0.253,0.0313,0.0,0.083,0.311,95.295,161600,4
Down On Me,Jeremih,0.7,0.598,2,-7.783,1,0.114,0.0369,0.0,0.111,0.594,160.041,228453,4
Can I Kick It?,A Tribe Called Quest,0.848,0.666,0,-6.547,1,0.274,0.173,0.000699,0.129,0.744,96.662,251573,4
What's The Difference,Dr. Dre,0.782,0.819,11,-0.158,0,0.251,0.252,0.0,0.133,0.725,91.824,244267,4
Party Up,DMX,0.51,0.931,11,-3.302,1,0.347,0.0738,0.0,0.5,0.53,201.936,268867,4
You Can Do It,Ice Cube,0.946,0.837,1,-5.355,0,0.164,0.00084,0.0,0.0482,0.893,99.881,259307,4
I Got 5 On It,Luniz,0.6,0.706,10,-7.899,0,0.361,0.209,0.0,0.125,0.58,173.926,253533,4
Grillz,Nelly,0.863,0.514,4,-7.243,0,0.249,0.0419,0.0,0.301,0.843,82.985,271160,4
Juicy - 2007 Remaster,The Notorious B.I.G.,0.873,0.816,9,-4.645,1,0.256,0.483,0.0,0.146,0.79,96.067,301467,4
X Gon' Give It To Ya,DMX,0.678,0.857,10,-5.173,0,0.216,0.0325,0.0,0.0788,0.622,94.95,219253,4
Stronger,Kanye West,0.369,0.785,1,-6.269,1,0.2,0.00299,0.0,0.206,0.443,104.033,312893,4
The Motto,Drake,0.766,0.442,1,-8.558,1,0.356,0.000107,6.12e-05,0.111,0.39,201.8,181573,4
Tambourine,Eve,0.82,0.854,1,-4.153,1,0.22,0.239,0.0,0.359,0.574,102.623,192440,4
Swimming Pools (Drank),Kendrick Lamar,0.656,0.446,1,-5.897,1,0.265,0.00695,0.000419,0.088,0.203,74.543,247800,4
Crack A Bottle,Eminem,0.516,0.874,9,-2.571,1,0.186,0.0864,0.0,0.173,0.391,169.561,297520,3
Bezerk (feat. A$AP Ferg),Big Sean,0.684,0.687,2,-4.673,1,0.2,0.0164,0.0,0.253,0.265,184.026,151067,4
I'll Be Missing You (feat. Faith Evans & 112) - 2014 Remaster,Diddy,0.833,0.619,7,-5.595,1,0.0538,0.111,2.13e-05,0.159,0.901,109.92,306560,4
Ni**as In Paris,JAY-Z,0.789,0.858,1,-5.542,1,0.311,0.127,0.0,0.349,0.775,140.022,219333,4
You Be Killin Em,Fabolous,0.664,0.909,6,-3.552,0,0.22,0.444,0.0,0.525,0.557,93.977,209693,4
BOP,DaBaby,0.769,0.787,11,-3.909,1,0.367,0.189,0.0,0.129,0.836,126.77,159715,4
Clique,Kanye West,0.71,0.555,9,-5.942,0,0.295,0.0601,0.0,0.227,0.303,109.204,293613,5
A Milli,Lil Wayne,0.674,0.695,6,-8.636,0,0.278,0.0387,0.00202,0.194,0.773,151.486,221840,4
Ooh Ahh (My Life Be Like) (feat. Toby Mac),Grits,0.756,0.855,2,-3.529,1,0.0669,0.136,0.00028,0.302,0.811,99.02,233173,4
Lollipop,Lil Wayne,0.829,0.428,0,-9.469,1,0.0831,0.056,0.00413,0.137,0.45,148.075,299333,4
Woah,Lil Baby,0.882,0.602,11,-5.554,1,0.245,0.0177,0.0,0.178,0.43,142.959,183011,4
Angel Baby,Tech N9ne,0.701,0.606,5,-5.965,0,0.189,0.635,0.0,0.296,0.501,96.058,195668,4
Gangsta's Paradise,Coolio,0.647,0.514,8,-10.05,1,0.0593,0.0655,0.0,0.398,0.387,79.974,240693,4
Guess Who's Back,Rakim,0.79,0.798,6,-7.456,0,0.267,0.0153,0.0,0.106,0.693,94.015,250907,4
The Real Slim Shady,Eminem,0.949,0.661,5,-4.244,0,0.0572,0.0302,0.0,0.0454,0.76,104.504,284200,4
My Name Is,Eminem,0.833,0.681,5,-6.248,0,0.356,0.0406,0.0,0.0926,0.839,85.497,268400,4
Yikes,Kanye West,0.676,0.777,1,-3.241,0,0.357,0.145,0.0,0.228,0.226,173.931,188773,4
Jerry Sprunger (with T-Pain),Tory Lanez,0.76,0.746,0,-5.331,0,0.227,0.137,0.0,0.0905,0.449,100.011,233546,4
I Need A Girl PT II,Diddy,0.714,0.471,1,-7.392,0,0.483,0.421,0.0,0.0308,0.781,199.758,285600,4
Hip-Hop,Dead Prez,0.583,0.543,4,-14.299,1,0.403,0.000642,0.00329,0.111,0.192,78.221,214173,4
Follow God,Kanye West,0.529,0.9,1,-3.503,1,0.418,0.000248,1.21e-05,0.0426,0.434,180.291,104591,4
"The Gangsta, The Killa And The Dope Dealer",Westside Connection,0.804,0.697,11,-8.51,1,0.264,0.309,0.0,0.884,0.472,92.919,250227,4
Juicy - 2005 Remaster,The Notorious B.I.G.,0.889,0.818,9,-4.639,1,0.253,0.47,0.0,0.179,0.782,96.063,302760,4
Bow Wow (That's My Name) (feat. Snoop Dogg),Bow Wow,0.92,0.677,2,-3.484,1,0.266,0.216,1.68e-06,0.0981,0.939,91.939,223267,4
Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,0.499,0.8,1,-2.665,0,0.0502,0.0906,0.0,0.147,0.272,139.919,229573,4
All Mine,Kanye West,0.925,0.308,11,-6.562,0,0.338,0.125,0.0,0.0933,0.265,122.099,145507,4
"How Do You Want It (ft. KC, Jojo)",2Pac,0.763,0.84,8,-3.704,1,0.0929,0.0346,0.0,0.0601,0.748,92.477,287547,4
I Love My Bitch,Busta Rhymes,0.604,0.808,0,-5.805,0,0.314,0.0297,0.0,0.0493,0.688,193.894,227667,4
Check Yo Self - Remix,Ice Cube,0.934,0.735,1,-6.668,1,0.251,0.031,8.6e-06,0.107,0.768,101.368,273107,4
Booty Wurk (One Cheek At a Time) (feat. Joey Galaxy),T-Pain,0.782,0.676,1,-6.144,1,0.324,0.00786,1.17e-06,0.141,0.878,158.162,235733,4
Da Rockwilder,Method Man,0.612,0.659,6,-6.995,0,0.406,0.0137,0.0,0.417,0.393,99.137,136093,4
Dangerous,Ying Yang Twins,0.8,0.783,11,-3.872,0,0.0966,0.169,0.0,0.206,0.889,114.995,260427,4
Forgot About Dre,Dr. Dre,0.925,0.737,8,-1.292,1,0.0777,0.092,0.0,0.169,0.603,133.946,222240,4
Straight To The Bank,50 Cent,0.642,0.846,7,-3.856,1,0.423,0.112,0.0,0.045,0.519,179.548,190653,4
Stand Up,Ludacris,0.751,0.84,6,-4.855,1,0.349,0.367,0.0,0.0916,0.801,99.057,213760,4
Bitch Please,Snoop Dogg,0.863,0.771,7,-2.77,1,0.19,0.00954,0.0,0.288,0.812,95.029,234733,4
Muthaf**ka Up,Tyga,0.59,0.542,9,-7.849,1,0.329,0.00152,0.0,0.364,0.48,122.482,233680,5
Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,0.904,0.813,4,-7.105,0,0.121,0.0311,0.00697,0.0471,0.81,125.461,226864,4
Still D.R.E.,Dr. Dre,0.814,0.779,11,-3.271,1,0.235,0.175,0.000671,0.0605,0.544,93.43,268005,4
Without Me,Eminem,0.919,0.657,7,-2.823,1,0.0907,0.00293,0.0,0.356,0.659,112.23,291213,4
Ayo Technology,50 Cent,0.63,0.782,8,-5.44,0,0.132,0.0828,0.0,0.034,0.418,140.144,247947,4
"One, Two Step (feat. Missy Elliott)",Ciara,0.944,0.511,5,-10.96,0,0.161,0.042,0.00107,0.0379,0.842,113.046,203787,4
How Come,D12,0.75,0.851,9,-2.197,1,0.202,0.256,0.0,0.215,0.54,90.001,249533,4
Lose My Breath,Destiny's Child,0.814,0.899,1,-5.958,1,0.0637,0.00727,0.219,0.0979,0.545,119.011,242013,4
How We Do,The Game,0.862,0.648,4,-7.401,0,0.251,0.0455,0.0,0.0332,0.637,98.012,235533,4
Who Am I (What's My Name)?,Snoop Dogg,0.692,0.833,7,-3.974,1,0.0492,0.000136,1.98e-05,0.515,0.692,96.814,246320,4
It's Like That,Mariah Carey,0.8,0.633,8,-4.875,0,0.0514,0.0901,0.0,0.0315,0.836,95.953,203360,4
You Don't Know,Eminem,0.767,0.864,10,-1.847,0,0.133,0.0116,0.0,0.0957,0.747,85.475,257907,4
Ignition - Remix,R. Kelly,0.778,0.549,1,-6.144,1,0.0473,0.0549,0.0,0.0724,0.802,133.041,186040,4
It Was A Good Day,Ice Cube,0.78,0.754,5,-5.377,0,0.0952,0.135,0.034,0.0467,0.81,82.394,260307,4
Faded,Tyga,0.84,0.642,1,-8.768,1,0.257,0.0191,0.0,0.322,0.325,95.058,213467,4
No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,0.76,0.595,1,-6.366,1,0.0391,0.00544,0.0,0.241,0.361,131.497,263773,4
21 Questions,50 Cent,0.646,0.813,6,-3.846,0,0.299,0.349,9.37e-05,0.0427,0.895,92.729,224440,4
'Till I Collapse,Eminem,0.548,0.847,1,-3.237,1,0.186,0.0622,0.0,0.0816,0.1,171.447,297787,4
Gin N Juice (feat. Dat Nigga Daz),Snoop Dogg,0.549,0.853,7,-4.293,1,0.188,0.0285,0.000296,0.618,0.346,94.695,211493,4
Goodies (feat. Petey Pablo),Ciara,0.826,0.647,5,-6.306,0,0.0491,0.0277,1.52e-06,0.298,0.872,102.017,223000,4
Homecoming,Kanye West,0.667,0.747,1,-7.059,1,0.189,0.337,0.0,0.115,0.918,86.917,203493,4
Where The Hood At,DMX,0.537,0.948,5,-3.08,0,0.38,0.158,0.0,0.356,0.761,186.057,286267,4
X,Xzibit,0.935,0.608,4,-5.583,0,0.233,0.102,0.0,0.0891,0.829,96.913,255547,4
Hypnotize - 2007 Remaster,The Notorious B.I.G.,0.895,0.694,9,-4.384,1,0.275,0.176,0.0,0.292,0.632,93.944,230000,4
Ransom,Lil Tecca,0.745,0.642,7,-6.257,0,0.287,0.0204,0.0,0.0658,0.226,179.974,131240,4
Ruff Ryders' Anthem - Re-Recorded,DMX,0.867,0.796,6,-4.73,1,0.0693,0.202,0.0,0.0838,0.776,92.766,231040,4
"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,0.701,0.728,2,-4.554,1,0.255,0.00971,0.00115,0.361,0.0591,171.388,326467,4
Hate It Or Love It,The Game,0.796,0.782,9,-4.805,1,0.21,0.146,0.0,0.13,0.418,99.978,207440,4
HeadBand (feat. 2 Chainz),B.o.B,0.92,0.472,1,-7.941,1,0.333,0.166,0.0,0.068,0.308,97.463,219833,4
Jump Around,House Of Pain,0.854,0.71,4,-6.32,0,0.0793,0.0113,8.72e-05,0.166,0.818,106.894,214947,4
If I Can't,50 Cent,0.886,0.626,11,-2.528,0,0.277,0.265,0.0,0.024,0.856,93.989,196627,4
HUMBLE.,Kendrick Lamar,0.905,0.596,1,-7.496,0,0.118,0.000339,2.05e-05,0.0897,0.422,149.996,177604,4
On Fire,Lloyd Banks,0.759,0.825,8,-4.289,1,0.22,0.0923,0.00057,0.24,0.429,94.857,187280,4
We Fly High,Jim Jones,0.684,0.797,1,-6.61,1,0.295,0.0809,0.0,0.0966,0.482,120.177,236080,5
I Don't Dance - Album Edit,DMX,0.665,0.941,1,-4.86,1,0.195,0.0882,0.0,0.0664,0.532,103.096,209538,4
I Like That,Houston,0.798,0.497,10,-3.955,0,0.111,0.0161,0.0,0.289,0.383,106.982,237491,4
Mockingbird,Eminem,0.637,0.678,0,-3.798,1,0.266,0.209,0.0,0.156,0.254,84.039,250760,4
What's Luv? (feat. Ja-Rule & Ashanti),Fat Joe,0.835,0.707,8,-5.074,1,0.0598,0.0219,2.19e-05,0.108,0.919,93.955,267093,4
Chain Hang Low,Jibbs,0.792,0.589,4,-6.869,0,0.262,0.0259,0.000128,0.114,0.778,157.147,207587,4
Teach Me How to Dougie,Cali Swag District,0.846,0.438,11,-4.981,1,0.141,0.2,9.43e-05,0.0939,0.512,85.013,237480,4
Get Low,Ying Yang Twins,0.521,0.625,1,-7.47,1,0.067,0.0301,0.0,0.121,0.136,101.019,334067,4
Kush - Main,Dr. Dre,0.424,0.866,7,-6.171,1,0.2,0.000859,0.000139,0.0869,0.426,190.276,234243,4
Why We Thugs,Ice Cube,0.755,0.604,1,-5.436,1,0.417,0.382,0.0,0.125,0.663,98.458,224107,4
Gold Digger,Kanye West,0.629,0.696,1,-5.572,0,0.348,0.0195,0.0,0.0554,0.623,93.034,207627,4
Hypnotize - 2014 Remaster,The Notorious B.I.G.,0.901,0.697,9,-3.439,1,0.28,0.145,0.0,0.287,0.67,93.941,229827,4
I'm Better (feat. Lamb),Missy Elliott,0.926,0.354,10,-10.773,1,0.511,0.374,0.0,0.49,0.561,105.005,213120,4
I Know What You Want (feat. Flipmode Squad),Busta Rhymes,0.648,0.759,6,-4.315,1,0.306,0.0142,0.0,0.648,0.518,85.996,324307,4
Right Thurr,Chingy,0.866,0.749,2,-3.977,1,0.253,0.15,0.0,0.0614,0.891,92.074,250747,4
Shake Ya Ass,Mystikal,0.914,0.607,7,-5.658,1,0.32,0.0626,0.0,0.0515,0.666,98.054,256973,4
Like This,MiMS,0.788,0.659,9,-6.984,0,0.278,0.0259,0.0,0.202,0.67,97.147,206240,4
Look At Me Now,Chris Brown,0.764,0.694,11,-5.745,0,0.189,0.0439,3.67e-06,0.18,0.581,146.075,223933,4
Low (feat. T-Pain),Flo Rida,0.87,0.693,10,-4.571,0,0.0593,0.0624,0.0,0.153,0.37,128.029,230000,4
Ghetto Gospel,2Pac,0.794,0.614,5,-5.352,0,0.0467,0.0964,0.0,0.0789,0.663,80.569,237633,4
The Real Slim Shady,Eminem,0.948,0.656,5,-4.34,0,0.0606,0.0287,0.0,0.0472,0.77,104.495,284533,4
Candy Shop,50 Cent,0.609,0.588,7,-7.992,1,0.481,0.0305,0.000142,0.369,0.797,128.763,208533,5
Disco Inferno,50 Cent,0.92,0.657,3,-5.471,1,0.25,0.26,0.000571,0.291,0.675,96.95,214240,4
Salt Shaker,Ying Yang Twins,0.884,0.697,11,-6.022,1,0.128,0.0509,0.0,0.094,0.322,101.965,252440,4
Moves,Big Sean,0.808,0.534,2,-6.123,1,0.283,0.0417,0.0,0.136,0.354,75.5,142920,4
This Is Why I'm Hot,MiMS,0.621,0.6,8,-6.349,1,0.576,0.277,0.0,0.495,0.485,80.021,253707,4
Straight Outta Compton - Extended Mix / Edit,N.W.A.,0.773,0.947,8,-5.824,1,0.249,0.117,0.0,0.44,0.464,102.146,266194,4
Nasty,Nas,0.486,0.899,6,-5.98,1,0.392,0.0333,0.0,0.106,0.734,102.729,184520,4
Hot In Herre,Nelly,0.955,0.728,9,-4.862,0,0.122,0.219,0.0,0.0612,0.922,107.082,228227,4
No Diggity,Blackstreet,0.865,0.65,1,-4.617,0,0.207,0.324,0.0,0.133,0.715,88.663,305707,4
Ambitionz Az A Ridah,2Pac,0.801,0.908,2,-6.554,1,0.221,0.00253,0.000655,0.0698,0.805,87.279,278387,4
Started From the Bottom,Drake,0.794,0.523,8,-7.829,1,0.161,0.0331,0.0,0.156,0.56,86.307,174120,4
Fuck Tha Police,N.W.A.,0.859,0.75,8,-8.325,0,0.303,0.0193,0.0,0.0538,0.857,98.691,345717,4
"Lean Wit It, Rock Wit It",Dem Franchize Boyz,0.886,0.62,5,-5.854,1,0.307,0.082,0.0,0.1,0.6,76.035,229813,4
P.I.M.P.,50 Cent,0.684,0.773,10,-3.05,0,0.351,0.0521,1.49e-05,0.0328,0.873,78.66,249840,4
Always On Time,Ja Rule,0.84,0.706,5,-6.104,0,0.2,0.208,0.0,0.241,0.839,96.673,245133,4
Whatever You Like,T.I.,0.68,0.687,9,-6.162,0,0.0709,0.0161,0.0,0.261,0.467,150.053,249533,4
Bottoms Up (feat. Nicki Minaj),Trey Songz,0.845,0.601,1,-5.283,1,0.161,0.0205,0.0,0.385,0.329,74.008,242013,4
Hustlin',Rick Ross,0.502,0.652,9,-7.224,1,0.3,0.0849,0.0,0.0675,0.649,136.04,254093,4
Express Yourself - Remix,N.W.A.,0.852,0.803,6,-6.929,0,0.264,0.00204,0.0,0.121,0.752,96.2,261400,4
Drop It Like It's Hot,Snoop Dogg,0.892,0.628,1,-3.832,1,0.216,0.169,0.0,0.102,0.676,92.063,266067,4
Break Ya Neck,Busta Rhymes,0.826,0.79,4,-7.555,0,0.242,0.463,0.00251,0.0614,0.739,83.014,231667,4
Big Poppa - 2005 Remaster,The Notorious B.I.G.,0.78,0.575,9,-7.247,0,0.273,0.43,0.0,0.143,0.773,84.492,252747,4
Put On,Jeezy,0.653,0.77,9,-6.091,0,0.0353,0.00342,0.0,0.0887,0.272,137.616,321293,4
W.T.P.,Eminem,0.77,0.937,9,-2.327,1,0.247,0.0319,0.0,0.348,0.685,95.011,238173,4
Regulate,Warren G,0.832,0.588,11,-10.88,0,0.248,0.4,0.0,0.104,0.716,95.309,250868,4
Money Maker,Ludacris,0.551,0.598,1,-6.79,1,0.27,0.15,0.0,0.299,0.612,78.756,230613,4
Get Ur Freak On,Missy Elliott,0.78,0.787,0,-6.653,1,0.209,0.533,0.134,0.122,0.668,177.835,237067,4
Remember the Name (feat. Styles of Beyond),Fort Minor,0.688,0.835,8,-4.162,1,0.0911,0.0583,2.87e-06,0.0795,0.88,84.858,230493,4
Party Like A Rock Star,Shop Boyz,0.619,0.709,7,-4.633,1,0.0395,0.00558,0.0,0.507,0.68,144.972,253400,4
Hands Up,Lloyd Banks,0.799,0.878,1,-2.282,1,0.219,0.077,0.0,0.51,0.594,95.0,240213,4
Let Me Blow Ya Mind,Eve,0.905,0.559,1,-4.237,0,0.11,0.249,0.0,0.0646,0.887,90.031,229933,4
Ridin',Chamillionaire,0.788,0.798,8,-4.68,0,0.0997,0.189,0.0,0.3,0.836,143.051,303053,4
"Shake Ya Tailfeather - Nelly, P. Diddy, Murphy Lee",Diddy,0.671,0.782,1,-5.4,1,0.272,0.207,0.0,0.174,0.905,87.649,293667,4
Hotel (feat. R. Kelly),Cassidy,0.676,0.652,0,-6.846,1,0.204,0.103,0.0,0.113,0.416,91.231,247040,4
Swang,Rae Sremmurd,0.681,0.314,8,-9.319,1,0.0581,0.2,9.82e-06,0.1,0.166,139.992,208120,4
Ms. Jackson,Outkast,0.843,0.806,4,-5.946,0,0.269,0.143,0.0,0.0771,0.613,94.948,270507,4
Freek-A-Leek,Petey Pablo,0.756,0.691,2,-3.718,1,0.178,0.0744,0.0,0.364,0.632,104.999,235187,4
Congratulations,Post Malone,0.63,0.804,6,-4.183,1,0.0363,0.215,0.0,0.253,0.492,123.146,220293,4
Throw Myself A Party,Cashmere Cat,0.626,0.64,8,-5.133,0,0.0525,0.195,0.0,0.147,0.516,136.072,248493,4
Let's Go (feat. Big D & Twista),Trick Daddy,0.748,0.767,11,-7.806,0,0.172,0.0267,0.0,0.334,0.519,133.929,222200,4
"My Neck, My Back (Lick It)",Khia,0.853,0.7,9,-2.05,0,0.117,0.0293,0.0,0.0574,0.741,102.069,222333,4
Tipsy - Radio Mix,J-Kwon,0.925,0.748,11,-5.572,0,0.278,0.0484,0.0,0.101,0.615,92.978,243027,4
Jump,Kris Kross,0.749,0.745,2,-10.625,1,0.164,0.000501,0.00403,0.333,0.481,101.972,195107,4
Trouble On My Mind,Pusha T,0.655,0.794,2,-6.195,1,0.374,0.11,2.75e-05,0.307,0.591,172.206,213440,4
Just A Lil Bit,50 Cent,0.689,0.66,8,-7.687,1,0.321,0.0418,0.00573,0.272,0.528,96.942,238053,4
Fight Music,D12,0.75,0.849,0,-3.097,1,0.264,0.0803,0.0,0.333,0.771,89.501,261093,4
Work It,Missy Elliott,0.884,0.677,1,-5.603,1,0.283,0.0778,0.0,0.0732,0.584,101.868,263227,4
Wait (The Whisper Song),Ying Yang Twins,0.933,0.513,7,-13.203,1,0.347,0.00112,0.00248,0.107,0.595,102.017,179160,4
Bring Em Out - Amended,T.I.,0.764,0.875,11,-4.27,1,0.273,0.0432,0.0,0.236,0.573,98.565,217600,4
There It Go (The Whistle Song),Juelz Santana,0.942,0.892,6,-6.363,0,0.196,0.023,0.000897,0.264,0.595,100.007,180493,4
Window Shopper,50 Cent,0.534,0.671,5,-5.023,0,0.195,0.0504,0.0,0.362,0.422,174.292,192240,4
Wop (Official Version),J. Dash,0.836,0.817,7,-5.672,1,0.0677,0.00968,0.0,0.114,0.647,112.007,230627,4
Gravel Pit,Wu-Tang Clan,0.785,0.733,7,-8.67,1,0.251,0.306,0.0,0.272,0.546,120.938,256173,4
Yeah!,Usher,0.895,0.795,2,-4.693,1,0.0977,0.0219,0.0,0.0403,0.574,105.004,250067,4
You're a Jerk,New Boyz,0.931,0.456,4,-6.206,1,0.348,0.153,0.0,0.0914,0.522,99.048,189053,4
Crank That (Soulja Boy),Soulja Boy,0.74,0.722,0,-2.149,1,0.0791,0.515,0.0,0.074,0.841,140.139,222653,4
Shake That,Eminem,0.964,0.642,1,-5.831,0,0.109,0.0543,3.68e-05,0.158,0.547,107.006,274440,4
My Band,D12,0.848,0.854,6,-3.305,0,0.0845,0.47,2.29e-06,0.106,0.876,120.024,298773,4
All Eyez On Me (ft. Big Syke),2Pac,0.873,0.719,1,-5.948,1,0.248,0.03,0.0,0.333,0.858,93.281,307773,4
Dance (A$$) Remix,Big Sean,0.787,0.73,11,-6.788,0,0.35,0.0276,0.00157,0.0828,0.739,159.825,220293,4
Gangsta Nation,Westside Connection,0.843,0.7,9,-3.249,0,0.26,0.127,0.0,0.876,0.675,95.05,293053,4
Writer's Block (feat. Eminem),"Royce Da 5'9""",0.459,0.705,0,-5.952,1,0.126,0.000409,1.52e-06,0.308,0.206,157.212,273659,4
Fu-Gee-La,Fugees,0.681,0.505,1,-11.709,1,0.138,0.137,0.0,0.234,0.399,89.953,260067,4
"Nuthin' But A ""G"" Thang",Dr. Dre,0.801,0.699,11,-8.18,0,0.279,0.00575,0.0,0.146,0.655,94.605,238467,4
Been Around the World (feat. The Notorious B.I.G. & Mase) - 2014 Remaster,Diddy,0.749,0.814,6,-5.252,0,0.0744,0.00303,7.07e-05,0.33,0.853,99.597,315067,4
Duality,Slipknot,0.354,0.982,4,-3.026,0,0.168,0.000237,0.000294,0.204,0.194,143.772,252613,4
